event,arg,line,offset,opcode,locals
return,,2,18,RETURN_VALUE,"{'__module__': 'createCSV', '__qualname__': 'Solution', 'isMatch': <function Solution.isMatch at 0x7f8450386430>}"
opcode,,1,12,STORE_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>}"
line,,10,14,LOAD_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>}"
opcode,,10,14,LOAD_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>}"
opcode,,10,16,CALL_FUNCTION,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>}"
opcode,,10,18,STORE_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>}"
line,,11,20,LOAD_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
opcode,,11,20,LOAD_NAME,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
opcode,,11,22,LOAD_METHOD,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
opcode,,11,24,LOAD_CONST,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
opcode,,11,26,LOAD_CONST,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
opcode,,11,28,CALL_METHOD,"{'functionCallString': 'class Solution:\n    def isMatch(self, s, p):\n        if not p: return not s\n        if not s: return len(p) > 1 and p[1] == \'*\' and self.isMatch(s, p[2:])\n        Matched = (p[0] == \'.\' or p[0] == s[0])\n        if len(p) > 1 and p[1] == \'*\':\n            return (Matched and self.isMatch(s[1:], p)) or self.isMatch(s, p[2:])\n        return Matched and self.isMatch(s[1:], p[1:])\n\nsolution = Solution()\nsolution.isMatch(""aaaa"", ""a*b*"")', 'f': <_io.TextIOWrapper name='algoData72c858fa-5938-4969-9d71-15e5c13ec6ea.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7f845039c1d0>, 'Solution': <class 'createCSV.Solution'>, 'solution': <createCSV.Solution object at 0x7f845037b850>}"
call,,2,-1,<0>,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
line,,3,0,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,3,0,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,3,2,POP_JUMP_IF_TRUE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
line,,4,10,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,4,10,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,4,12,POP_JUMP_IF_TRUE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
line,,5,58,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,58,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,60,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,62,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,64,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,66,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,68,JUMP_IF_TRUE_OR_POP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,70,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,72,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,74,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,76,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,78,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,80,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,82,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
opcode,,5,84,STORE_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*'}"
line,,6,86,LOAD_GLOBAL,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,86,LOAD_GLOBAL,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,88,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,90,CALL_FUNCTION,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,92,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,94,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,96,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,98,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,100,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,102,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,104,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,106,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,108,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
line,,7,110,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,110,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,112,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,114,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,116,LOAD_METHOD,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,118,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,120,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,122,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,124,BUILD_SLICE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,126,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,128,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,130,CALL_METHOD,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaaa', 'p': 'a*b*', 'Matched': True}"
call,,2,-1,<0>,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
line,,3,0,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,3,0,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,3,2,POP_JUMP_IF_TRUE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
line,,4,10,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,4,10,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,4,12,POP_JUMP_IF_TRUE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
line,,5,58,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,58,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,60,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,62,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,64,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,66,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,68,JUMP_IF_TRUE_OR_POP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,70,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,72,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,74,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,76,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,78,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,80,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,82,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
opcode,,5,84,STORE_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*'}"
line,,6,86,LOAD_GLOBAL,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,86,LOAD_GLOBAL,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,88,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,90,CALL_FUNCTION,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,92,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,94,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,96,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,98,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,100,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,102,BINARY_SUBSCR,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,104,LOAD_CONST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,106,COMPARE_OP,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,6,108,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
line,,7,110,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,110,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,112,POP_JUMP_IF_FALSE,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
opcode,,7,114,LOAD_FAST,"{'self': <createCSV.Solution object at 0x7f845037b850>, 's': 'aaa', 'p': 'a*b*', 'Matched': True}"
